JobID,NCPUS,NNodes,Submit,Start,End,ElapsedRaw,State
5316665,1,1,1704294971,1704294974,1704295018,44,COMPLETED
5316666,1,1,1704294971,1704294974,1704295017,43,COMPLETED
5316667,1,1,1704294971,1704294974,1704295016,42,COMPLETED
5316668,1,1,1704294972,1704294974,1704295016,42,COMPLETED
5316669,1,1,1704294972,1704294974,1704295019,45,COMPLETED
5316670,1,1,1704294972,1704294974,1704295016,42,COMPLETED
5316671,1,1,1704294972,1704294974,1704295019,45,COMPLETED
5316672,1,1,1704294972,1704294974,1704295016,42,COMPLETED
5316673,1,1,1704294972,1704294974,1704295017,43,COMPLETED
5316674,1,1,1704294972,1704294974,1704295017,43,COMPLETED
5316675,1,1,1704294972,1704294974,1704295016,42,COMPLETED
5316676,1,1,1704294972,1704294974,1704295018,44,COMPLETED
5316677,1,1,1704294972,1704294974,1704295018,44,COMPLETED
5316678,1,1,1704294972,1704294974,1704295019,45,COMPLETED
5316679,1,1,1704294972,1704294974,1704295019,45,COMPLETED
5316680,1,1,1704294972,1704294974,1704295017,43,COMPLETED
5316681,1,1,1704294972,1704294974,1704295018,44,COMPLETED
5316682,1,1,1704294972,1704294974,1704295017,43,COMPLETED
5316683,1,1,1704294972,1704294974,1704295017,43,COMPLETED
5316684,1,1,1704294972,1704294974,1704295016,42,COMPLETED
5316685,1,1,1704294972,1704294974,1704295017,43,COMPLETED
5316686,1,1,1704294972,1704294974,1704295017,43,COMPLETED
5316687,1,1,1704294972,1704294974,1704295017,43,COMPLETED
5316688,1,1,1704294972,1704294974,1704295016,42,COMPLETED
5316689,1,1,1704294972,1704294974,1704295018,44,COMPLETED
5316690,1,1,1704294972,1704294974,1704295021,47,COMPLETED
5316691,1,1,1704294972,1704294974,1704295017,43,COMPLETED
5316692,1,1,1704294972,1704294974,1704295019,45,COMPLETED
5316693,1,1,1704294973,1704294974,1704295017,43,COMPLETED
5316694,1,1,1704294973,1704294974,1704295020,46,COMPLETED
5316695,1,1,1704294973,1704294974,1704295019,45,COMPLETED
5316696,1,1,1704294973,1704294974,1704295017,43,COMPLETED
5316697,1,1,1704294973,1704294974,1704295016,42,COMPLETED
5316698,1,1,1704294973,1704294974,1704295016,42,COMPLETED
5316699,1,1,1704294973,1704294974,1704295016,42,COMPLETED
5316700,1,1,1704294973,1704294974,1704295016,42,COMPLETED
5316701,1,1,1704294973,1704294974,1704295016,42,COMPLETED
5316702,1,1,1704294973,1704294974,1704295016,42,COMPLETED
5316703,1,1,1704294973,1704294974,1704295016,42,COMPLETED
5316704,1,1,1704294973,1704294974,1704295016,42,COMPLETED
5316705,1,1,1704294973,1704294974,1704295017,43,COMPLETED
5316706,1,1,1704294974,1704294974,1704295016,42,COMPLETED
5316707,1,1,1704294974,1704294978,1704295019,41,COMPLETED
5316708,1,1,1704294974,1704294978,1704295019,41,COMPLETED
5316709,1,1,1704294974,1704294978,1704295025,47,COMPLETED
5316710,1,1,1704294974,1704294978,1704295021,43,COMPLETED
5316711,1,1,1704294974,1704294978,1704295017,39,COMPLETED
5316712,1,1,1704294974,1704294978,1704295021,43,COMPLETED
5316713,1,1,1704294974,1704294978,1704295021,43,COMPLETED
5316714,1,1,1704294974,1704294978,1704295024,46,COMPLETED
5316715,1,1,1704294974,1704294978,1704295022,44,COMPLETED
5316716,1,1,1704294975,1704294978,1704295029,51,COMPLETED
5316717,1,1,1704294975,1704294978,1704295024,46,COMPLETED
5316718,1,1,1704294975,1704294978,1704295017,39,COMPLETED
5316719,1,1,1704294975,1704294978,1704295021,43,COMPLETED
5316720,1,1,1704294975,1704294978,1704295022,44,COMPLETED
5316721,1,1,1704294975,1704294978,1704295022,44,COMPLETED
5316722,1,1,1704294975,1704294978,1704295021,43,COMPLETED
5316723,1,1,1704294975,1704294978,1704295021,43,COMPLETED
5316724,1,1,1704294976,1704294978,1704295022,44,COMPLETED
5316725,1,1,1704294976,1704294978,1704295022,44,COMPLETED
5316726,1,1,1704294976,1704294978,1704295019,41,COMPLETED
5316727,1,1,1704294976,1704294978,1704295020,42,COMPLETED
5316728,1,1,1704294976,1704294978,1704295021,43,COMPLETED
5316729,1,1,1704294976,1704294978,1704295021,43,COMPLETED
5316730,1,1,1704294976,1704294978,1704295022,44,COMPLETED
5316731,1,1,1704294976,1704294978,1704295021,43,COMPLETED
5316732,1,1,1704294976,1704294978,1704295022,44,COMPLETED
5316733,1,1,1704294976,1704294978,1704295020,42,COMPLETED
5316734,1,1,1704294976,1704294978,1704295021,43,COMPLETED
5316735,1,1,1704294976,1704294978,1704295022,44,COMPLETED
5316736,1,1,1704294976,1704294978,1704295020,42,COMPLETED
5316737,1,1,1704294976,1704294978,1704295018,40,COMPLETED
5316738,1,1,1704294976,1704294978,1704295020,42,COMPLETED
5316739,1,1,1704294976,1704294978,1704295022,44,COMPLETED
5316740,1,1,1704294976,1704294978,1704295021,43,COMPLETED
5316741,1,1,1704294977,1704294978,1704295020,42,COMPLETED
5316742,1,1,1704294977,1704294978,1704295020,42,COMPLETED
5316743,1,1,1704294977,1704294978,1704295018,40,COMPLETED
5316744,1,1,1704294977,1704294978,1704295020,42,COMPLETED
5316745,1,1,1704294977,1704294978,1704295021,43,COMPLETED
5316746,1,1,1704294977,1704294978,1704295016,38,COMPLETED
5316747,1,1,1704294977,1704294978,1704295021,43,COMPLETED
5316748,1,1,1704294977,1704294978,1704295018,40,COMPLETED
5316749,1,1,1704294977,1704294978,1704295022,44,COMPLETED
5316750,1,1,1704294977,1704294978,1704295019,41,COMPLETED
5316751,1,1,1704294977,1704294978,1704295018,40,COMPLETED
5316752,1,1,1704294977,1704294978,1704295019,41,COMPLETED
5316753,1,1,1704294977,1704294978,1704295022,44,COMPLETED
5316754,1,1,1704294977,1704294978,1704295021,43,COMPLETED
5316755,1,1,1704294977,1704294978,1704295020,42,COMPLETED
5316756,1,1,1704294977,1704294978,1704295020,42,COMPLETED
5316757,1,1,1704294978,1704294978,1704295021,43,COMPLETED
5316758,1,1,1704294978,1704294978,1704295019,41,COMPLETED
5316759,1,1,1704294978,1704294978,1704295020,42,COMPLETED
5316760,1,1,1704294978,1704294978,1704295020,42,COMPLETED
5316761,1,1,1704294978,1704294978,1704295018,40,COMPLETED
5316762,1,1,1704294978,1704294978,1704295021,43,COMPLETED
5316763,1,1,1704294978,1704294982,1704295035,53,COMPLETED
5316764,1,1,1704294978,1704294982,1704295035,53,COMPLETED
5316765,1,1,1704294978,1704294982,1704295035,53,COMPLETED
5316766,1,1,1704294978,1704294982,1704295035,53,COMPLETED
5316767,1,1,1704294978,1704294982,1704295035,53,COMPLETED
5316768,1,1,1704294979,1704294982,1704295035,53,COMPLETED
5316769,1,1,1704294979,1704294982,1704295044,62,COMPLETED
5316770,1,1,1704294979,1704294982,1704295046,64,COMPLETED
5316771,1,1,1704294979,1704294982,1704295045,63,COMPLETED
5316772,1,1,1704294979,1704294982,1704295046,64,COMPLETED
5316773,1,1,1704294979,1704294982,1704295043,61,COMPLETED
5316774,1,1,1704294979,1704294982,1704295045,63,COMPLETED
5316775,1,1,1704294979,1704294982,1704295044,62,COMPLETED
5316776,1,1,1704294979,1704294982,1704295046,64,COMPLETED
5316777,1,1,1704294979,1704294982,1704295055,73,COMPLETED
5316778,1,1,1704294980,1704294982,1704295046,64,COMPLETED
5316779,1,1,1704294980,1704294982,1704295043,61,COMPLETED
5316780,1,1,1704294980,1704294982,1704295046,64,COMPLETED
5316781,1,1,1704294980,1704294982,1704295043,61,COMPLETED
5316782,1,1,1704294980,1704294982,1704295046,64,COMPLETED
5316783,1,1,1704294980,1704294982,1704295043,61,COMPLETED
5316784,1,1,1704294980,1704294982,1704295045,63,COMPLETED
5316785,1,1,1704294980,1704294982,1704295061,79,COMPLETED
5316786,1,1,1704294980,1704294982,1704295046,64,COMPLETED
5316787,1,1,1704294980,1704294982,1704295043,61,COMPLETED
5316788,1,1,1704294980,1704294982,1704295043,61,COMPLETED
5316789,1,1,1704295021,1704295021,1704295061,40,COMPLETED
5316790,1,1,1704295021,1704295021,1704295058,37,COMPLETED
5316791,1,1,1704295021,1704295021,1704295061,40,COMPLETED
5316792,1,1,1704295021,1704295021,1704295058,37,COMPLETED
5316793,1,1,1704295021,1704295021,1704295061,40,COMPLETED
5316794,1,1,1704295021,1704295021,1704295061,40,COMPLETED
5316795,1,1,1704295021,1704295021,1704295058,37,COMPLETED
5316796,1,1,1704295021,1704295021,1704295065,44,COMPLETED
5316797,1,1,1704295021,1704295021,1704295058,37,COMPLETED
5316798,1,1,1704295022,1704295022,1704295058,36,COMPLETED
5316799,1,1,1704295022,1704295022,1704295061,39,COMPLETED
5316800,1,1,1704295022,1704295022,1704295061,39,COMPLETED
5316801,1,1,1704295022,1704295022,1704295062,40,COMPLETED
5316802,1,1,1704295022,1704295022,1704295061,39,COMPLETED
5316803,1,1,1704295022,1704295022,1704295062,40,COMPLETED
5316804,1,1,1704295022,1704295022,1704295061,39,COMPLETED
5316805,1,1,1704295022,1704295022,1704295061,39,COMPLETED
5316806,1,1,1704295023,1704295023,1704295054,31,COMPLETED
5316807,1,1,1704295023,1704295023,1704295054,31,COMPLETED
5316808,1,1,1704295023,1704295023,1704295054,31,COMPLETED
5316809,1,1,1704295023,1704295023,1704295054,31,COMPLETED
5316810,1,1,1704295023,1704295023,1704295054,31,COMPLETED
5316811,1,1,1704295023,1704295023,1704295055,32,COMPLETED
5316812,1,1,1704295023,1704295023,1704295054,31,COMPLETED
5316813,1,1,1704295023,1704295023,1704295054,31,COMPLETED
5316814,1,1,1704295023,1704295023,1704295055,32,COMPLETED
5316815,1,1,1704295023,1704295023,1704295054,31,COMPLETED
5316816,1,1,1704295023,1704295023,1704295055,32,COMPLETED
5316817,1,1,1704295024,1704295024,1704295056,32,COMPLETED
5316818,1,1,1704295024,1704295024,1704295055,31,COMPLETED
5316819,1,1,1704295024,1704295024,1704295057,33,COMPLETED
5316820,1,1,1704295024,1704295024,1704295055,31,COMPLETED
5316821,1,1,1704295024,1704295024,1704295056,32,COMPLETED
5316822,1,1,1704295024,1704295024,1704295054,30,COMPLETED
5316823,1,1,1704295024,1704295024,1704295055,31,COMPLETED
5316824,1,1,1704295025,1704295025,1704295064,39,COMPLETED
5316825,1,1,1704295025,1704295025,1704295063,38,COMPLETED
5316826,1,1,1704295025,1704295025,1704295064,39,COMPLETED
5316827,1,1,1704295025,1704295025,1704295065,40,COMPLETED
5316828,1,1,1704295025,1704295025,1704295067,42,COMPLETED
5316829,1,1,1704295025,1704295025,1704295065,40,COMPLETED
5316830,1,1,1704295025,1704295025,1704295066,41,COMPLETED
5316831,1,1,1704295025,1704295025,1704295064,39,COMPLETED
5316832,1,1,1704295025,1704295025,1704295065,40,COMPLETED
5316833,1,1,1704295025,1704295025,1704295065,40,COMPLETED
5316834,1,1,1704295026,1704295026,1704295063,37,COMPLETED
5316835,1,1,1704295026,1704295026,1704295065,39,COMPLETED
5316836,1,1,1704295026,1704295026,1704295065,39,COMPLETED
5316837,1,1,1704295026,1704295026,1704295065,39,COMPLETED
5316838,1,1,1704295026,1704295029,1704295066,37,COMPLETED
5316839,1,1,1704295026,1704295029,1704295066,37,COMPLETED
5316840,1,1,1704295026,1704295029,1704295063,34,COMPLETED
5316841,1,1,1704295026,1704295029,1704295066,37,COMPLETED
5316842,1,1,1704295026,1704295029,1704295065,36,COMPLETED
5316843,1,1,1704295026,1704295029,1704295065,36,COMPLETED
5316844,1,1,1704295027,1704295029,1704295065,36,COMPLETED
5316845,1,1,1704295027,1704295029,1704295065,36,COMPLETED
5316846,1,1,1704295027,1704295029,1704295065,36,COMPLETED
5316847,1,1,1704295027,1704295029,1704295065,36,COMPLETED
5316848,1,1,1704295027,1704295029,1704295065,36,COMPLETED
5316849,1,1,1704295027,1704295029,1704295065,36,COMPLETED
5316850,1,1,1704295027,1704295029,1704295063,34,COMPLETED
5316851,1,1,1704295027,1704295029,1704295065,36,COMPLETED
5316852,1,1,1704295027,1704295029,1704295065,36,COMPLETED
5316853,1,1,1704295027,1704295029,1704295064,35,COMPLETED
5316854,1,1,1704295028,1704295029,1704295066,37,COMPLETED
5316855,1,1,1704295028,1704295029,1704295065,36,COMPLETED
5316856,1,1,1704295028,1704295029,1704295065,36,COMPLETED
5316857,1,1,1704295028,1704295029,1704295063,34,COMPLETED
5316858,1,1,1704295028,1704295029,1704295065,36,COMPLETED
5316859,1,1,1704295028,1704295029,1704295054,25,COMPLETED
5316860,1,1,1704295028,1704295029,1704295055,26,COMPLETED
5316861,1,1,1704295028,1704295029,1704295055,26,COMPLETED
5316862,1,1,1704295028,1704295029,1704295056,27,COMPLETED
5316863,1,1,1704295028,1704295029,1704295054,25,COMPLETED
5316864,1,1,1704295031,1704295033,1704295072,39,COMPLETED
5316865,1,1,1704295031,1704295033,1704295072,39,COMPLETED
5316866,1,1,1704295031,1704295033,1704295073,40,COMPLETED
5316867,1,1,1704295031,1704295033,1704295071,38,COMPLETED
5316868,1,1,1704295032,1704295033,1704295074,41,COMPLETED
5316869,1,1,1704295032,1704295033,1704295072,39,COMPLETED
5316870,1,1,1704295032,1704295033,1704295072,39,COMPLETED
5316871,1,1,1704295032,1704295033,1704295072,39,COMPLETED
5316872,1,1,1704295032,1704295033,1704295071,38,COMPLETED
5316873,1,1,1704295032,1704295033,1704295071,38,COMPLETED
5316874,1,1,1704295032,1704295033,1704295072,39,COMPLETED
5316875,1,1,1704295032,1704295033,1704295071,38,COMPLETED
5316876,1,1,1704295032,1704295033,1704295072,39,COMPLETED
5316877,1,1,1704295032,1704295033,1704295072,39,COMPLETED
5316878,1,1,1704295033,1704295033,1704295072,39,COMPLETED
5316879,1,1,1704295033,1704295033,1704295071,38,COMPLETED
5316880,1,1,1704295033,1704295033,1704295071,38,COMPLETED
5316881,1,1,1704295033,1704295033,1704295071,38,COMPLETED
5316882,1,1,1704295033,1704295033,1704295066,33,COMPLETED
5316883,1,1,1704295033,1704295033,1704295063,30,COMPLETED
5316884,1,1,1704295033,1704295033,1704295064,31,COMPLETED
5316885,1,1,1704295033,1704295033,1704295065,32,COMPLETED
5316886,1,1,1704295033,1704295033,1704295064,31,COMPLETED
5316887,1,1,1704295033,1704295033,1704295063,30,COMPLETED
5316888,1,1,1704295034,1704295036,1704295089,53,COMPLETED
5316889,1,1,1704295034,1704295036,1704295089,53,COMPLETED
5316890,1,1,1704295034,1704295036,1704295091,55,COMPLETED
5316891,1,1,1704295034,1704295036,1704295092,56,COMPLETED
5316892,1,1,1704295034,1704295036,1704295088,52,COMPLETED
5316893,1,1,1704295034,1704295036,1704295089,53,COMPLETED
5316894,1,1,1704295034,1704295036,1704295087,51,COMPLETED
5316895,1,1,1704295034,1704295036,1704295091,55,COMPLETED
5316896,1,1,1704295034,1704295036,1704295086,50,COMPLETED
5316897,1,1,1704295034,1704295036,1704295088,52,COMPLETED
5316898,1,1,1704295035,1704295036,1704295088,52,COMPLETED
5316900,1,1,1704295035,1704295036,1704295088,52,COMPLETED
5316901,1,1,1704295035,1704295036,1704295088,52,COMPLETED
5316902,1,1,1704295035,1704295036,1704295087,51,COMPLETED
5316903,1,1,1704295035,1704295036,1704295088,52,COMPLETED
5316904,1,1,1704295035,1704295036,1704295086,50,COMPLETED
5316905,1,1,1704295035,1704295036,1704295088,52,COMPLETED
5316906,1,1,1704295035,1704295036,1704295086,50,COMPLETED
5316907,1,1,1704295035,1704295036,1704295095,59,COMPLETED
5316899,1,1,1704295035,1704295036,1704295263,227,COMPLETED
5316908,1,1,1704295036,1704295036,1704295097,61,COMPLETED
5316909,1,1,1704295036,1704295036,1704295094,58,COMPLETED
5316910,1,1,1704295036,1704295036,1704295095,59,COMPLETED
5316911,1,1,1704295036,1704295036,1704295096,60,COMPLETED
5316912,1,1,1704295036,1704295036,1704295097,61,COMPLETED
5316913,1,1,1704295036,1704295036,1704295096,60,COMPLETED
5316914,1,1,1704295036,1704295036,1704295100,64,COMPLETED
5316915,1,1,1704295036,1704295036,1704295093,57,COMPLETED
5316916,1,1,1704295037,1704295037,1704295094,57,COMPLETED
5316917,1,1,1704295037,1704295037,1704295092,55,COMPLETED
5316918,1,1,1704295037,1704295037,1704295096,59,COMPLETED
5316919,1,1,1704295037,1704295037,1704295095,58,COMPLETED
5316920,1,1,1704295037,1704295037,1704295092,55,COMPLETED
5316921,1,1,1704295037,1704295037,1704295096,59,COMPLETED
5316922,1,1,1704295037,1704295037,1704295095,58,COMPLETED
5316923,1,1,1704295037,1704295037,1704295092,55,COMPLETED
5316924,1,1,1704295037,1704295041,1704295095,54,COMPLETED
5316925,1,1,1704295038,1704295041,1704295092,51,COMPLETED
5316926,1,1,1704295038,1704295041,1704295093,52,COMPLETED
5316927,1,1,1704295038,1704295041,1704295096,55,COMPLETED
5316928,1,1,1704295038,1704295041,1704295096,55,COMPLETED
5316929,1,1,1704295038,1704295041,1704295091,50,COMPLETED
5316930,1,1,1704295038,1704295041,1704295094,53,COMPLETED
5316931,1,1,1704295038,1704295041,1704295091,50,COMPLETED
5316932,1,1,1704295038,1704295041,1704295094,53,COMPLETED
5316933,1,1,1704295038,1704295041,1704295097,56,COMPLETED
5316934,1,1,1704295038,1704295041,1704295100,59,COMPLETED
5316935,1,1,1704295038,1704295041,1704295096,55,COMPLETED
5316936,1,1,1704295038,1704295041,1704295095,54,COMPLETED
5316937,1,1,1704295038,1704295041,1704295096,55,COMPLETED
5316938,1,1,1704295039,1704295041,1704295097,56,COMPLETED
5316939,1,1,1704295039,1704295041,1704295095,54,COMPLETED
5316940,1,1,1704295039,1704295041,1704295093,52,COMPLETED
5316941,1,1,1704295039,1704295041,1704295094,53,COMPLETED
5316942,1,1,1704295039,1704295041,1704295096,55,COMPLETED
5316943,1,1,1704295039,1704295041,1704295081,40,COMPLETED
5316944,1,1,1704295040,1704295041,1704295081,40,COMPLETED
5316945,1,1,1704295040,1704295041,1704295081,40,COMPLETED
5316946,1,1,1704295040,1704295041,1704295083,42,COMPLETED
5316947,1,1,1704295040,1704295041,1704295081,40,COMPLETED
5316948,1,1,1704295040,1704295041,1704295081,40,COMPLETED
5316949,1,1,1704295040,1704295041,1704295082,41,COMPLETED
5316950,1,1,1704295041,1704295041,1704295082,41,COMPLETED
5316951,1,1,1704295041,1704295041,1704295083,42,COMPLETED
5316952,1,1,1704295041,1704295041,1704295081,40,COMPLETED
5316953,1,1,1704295041,1704295041,1704295082,41,COMPLETED
5316954,1,1,1704295041,1704295041,1704295091,50,COMPLETED
5316955,1,1,1704295041,1704295041,1704295081,40,COMPLETED
5316956,1,1,1704295041,1704295041,1704295081,40,COMPLETED
5316957,1,1,1704295041,1704295041,1704295083,42,COMPLETED
5316959,1,1,1704295057,1704295057,1704295099,42,COMPLETED
5316960,1,1,1704295057,1704295057,1704295101,44,COMPLETED
5316961,1,1,1704295057,1704295057,1704295100,43,COMPLETED
5316962,1,1,1704295057,1704295057,1704295099,42,COMPLETED
5316963,1,1,1704295057,1704295057,1704295100,43,COMPLETED
5316965,1,1,1704295065,1704295065,1704295108,43,COMPLETED
5316966,1,1,1704295065,1704295065,1704295110,45,COMPLETED
5316967,1,1,1704295065,1704295065,1704295108,43,COMPLETED
5316968,1,1,1704295065,1704295065,1704295111,46,COMPLETED
5316969,1,1,1704295066,1704295066,1704295110,44,COMPLETED
5316970,1,1,1704295066,1704295066,1704295110,44,COMPLETED
5316971,1,1,1704295066,1704295066,1704295111,45,COMPLETED
5316972,1,1,1704295066,1704295066,1704295108,42,COMPLETED
5316973,1,1,1704295066,1704295066,1704295109,43,COMPLETED
5316974,1,1,1704295066,1704295066,1704295114,48,COMPLETED
5316975,1,1,1704295066,1704295066,1704295112,46,COMPLETED
5316976,1,1,1704295066,1704295066,1704295131,65,COMPLETED
5316977,1,1,1704295066,1704295066,1704295109,43,COMPLETED
5316978,1,1,1704295066,1704295067,1704295110,43,COMPLETED
5316979,1,1,1704295067,1704295067,1704295111,44,COMPLETED
5316980,1,1,1704295067,1704295067,1704295108,41,COMPLETED
5316981,1,1,1704295067,1704295068,1704295124,56,COMPLETED
5316982,1,1,1704295067,1704295068,1704295137,69,COMPLETED
5316983,1,1,1704295067,1704295068,1704295110,42,COMPLETED
5316984,1,1,1704295067,1704295068,1704295111,43,COMPLETED
5316985,1,1,1704295067,1704295068,1704295109,41,COMPLETED
5316986,1,1,1704295068,1704295068,1704295112,44,COMPLETED
5316987,1,1,1704295068,1704295068,1704295111,43,COMPLETED
5316988,1,1,1704295068,1704295068,1704295112,44,COMPLETED
5316989,1,1,1704295068,1704295068,1704295110,42,COMPLETED
5316990,1,1,1704295068,1704295068,1704295111,43,COMPLETED
5316991,1,1,1704295068,1704295068,1704295108,40,COMPLETED
5316992,1,1,1704295068,1704295069,1704295111,42,COMPLETED
5316993,1,1,1704295068,1704295069,1704295111,42,COMPLETED
5316994,1,1,1704295068,1704295069,1704295111,42,COMPLETED
5316995,1,1,1704295068,1704295069,1704295111,42,COMPLETED
5316997,1,1,1704295082,1704295083,1704295139,56,COMPLETED
5316998,1,1,1704295082,1704295083,1704295138,55,COMPLETED
5316999,1,1,1704295082,1704295083,1704295142,59,COMPLETED
5317000,1,1,1704295083,1704295083,1704295139,56,COMPLETED
5317001,1,1,1704295083,1704295084,1704295139,55,COMPLETED
5317002,1,1,1704295083,1704295084,1704295140,56,COMPLETED
5317003,1,1,1704295084,1704295084,1704295148,64,COMPLETED
5317004,1,1,1704295084,1704295084,1704295141,57,COMPLETED
5317005,1,1,1704295084,1704295084,1704295138,54,COMPLETED
5317006,1,1,1704295084,1704295084,1704295143,59,COMPLETED
5317007,1,1,1704295084,1704295084,1704295139,55,COMPLETED
5317008,1,1,1704295084,1704295084,1704295139,55,COMPLETED
5317009,1,1,1704295084,1704295084,1704295137,53,COMPLETED
5317010,1,1,1704295084,1704295086,1704295137,51,COMPLETED
5317011,1,1,1704295085,1704295086,1704295140,54,COMPLETED
5317012,1,1,1704295085,1704295086,1704295141,55,COMPLETED
5317013,1,1,1704295085,1704295086,1704295137,51,COMPLETED
5317014,1,1,1704295085,1704295086,1704295137,51,COMPLETED
5317015,1,1,1704295085,1704295086,1704295135,49,COMPLETED
5317016,1,1,1704295085,1704295086,1704295137,51,COMPLETED
5317017,1,1,1704295085,1704295086,1704295139,53,COMPLETED
5317018,1,1,1704295085,1704295086,1704295137,51,COMPLETED
5317019,1,1,1704295085,1704295086,1704295137,51,COMPLETED
5317020,1,1,1704295085,1704295086,1704295143,57,COMPLETED
5317021,1,1,1704295085,1704295086,1704295140,54,COMPLETED
5317022,1,1,1704295086,1704295086,1704295141,55,COMPLETED
5317023,1,1,1704295086,1704295086,1704295132,46,COMPLETED
5317024,1,1,1704295086,1704295087,1704295142,55,COMPLETED
5317025,1,1,1704295086,1704295087,1704295138,51,COMPLETED
5317026,1,1,1704295086,1704295087,1704295140,53,COMPLETED
5317027,1,1,1704295086,1704295087,1704295139,52,COMPLETED
5317028,1,1,1704295086,1704295087,1704295130,43,COMPLETED
5317029,1,1,1704295086,1704295087,1704295127,40,COMPLETED
5317030,1,1,1704295086,1704295087,1704295127,40,COMPLETED
5317031,1,1,1704295086,1704295087,1704295131,44,COMPLETED
5317032,1,1,1704295086,1704295087,1704295130,43,COMPLETED
5317033,1,1,1704295086,1704295087,1704295131,44,COMPLETED
5317034,1,1,1704295086,1704295087,1704295127,40,COMPLETED
5317035,1,1,1704295086,1704295087,1704295127,40,COMPLETED
5317036,1,1,1704295086,1704295087,1704295144,57,COMPLETED
5317037,1,1,1704295087,1704295087,1704295138,51,COMPLETED
5317039,1,1,1704295087,1704295087,1704295142,55,COMPLETED
5317040,1,1,1704295087,1704295087,1704295140,53,COMPLETED
5317041,1,1,1704295087,1704295087,1704295137,50,COMPLETED
5317042,1,1,1704295087,1704295087,1704295143,56,COMPLETED
5317043,1,1,1704295087,1704295087,1704295140,53,COMPLETED
5317044,1,1,1704295087,1704295087,1704295143,56,COMPLETED
5317045,1,1,1704295087,1704295088,1704295141,53,COMPLETED
5317046,1,1,1704295087,1704295088,1704295141,53,COMPLETED
5317038,72,2,1704295087,1704295087,1704295606,519,COMPLETED
5317047,1,1,1704295088,1704295088,1704295139,51,COMPLETED
5317048,1,1,1704295088,1704295088,1704295144,56,COMPLETED
5317049,1,1,1704295088,1704295088,1704295141,53,COMPLETED
5317050,1,1,1704295088,1704295088,1704295137,49,COMPLETED
5317051,1,1,1704295088,1704295088,1704295145,57,COMPLETED
5317052,1,1,1704295088,1704295088,1704295140,52,COMPLETED
5317053,1,1,1704295088,1704295088,1704295141,53,COMPLETED
5317054,1,1,1704295088,1704295089,1704295142,53,COMPLETED
5317055,1,1,1704295088,1704295089,1704295140,51,COMPLETED
5317056,1,1,1704295088,1704295089,1704295143,54,COMPLETED
5317057,1,1,1704295088,1704295089,1704295140,51,COMPLETED
5317058,1,1,1704295088,1704295089,1704295142,53,COMPLETED
5317059,1,1,1704295089,1704295089,1704295142,53,COMPLETED
5317060,1,1,1704295089,1704295089,1704295139,50,COMPLETED
5317061,1,1,1704295089,1704295089,1704295137,48,COMPLETED
5317062,1,1,1704295089,1704295089,1704295141,52,COMPLETED
5317063,1,1,1704295089,1704295089,1704295137,48,COMPLETED
5317064,1,1,1704295089,1704295089,1704295140,51,COMPLETED
5317065,1,1,1704295089,1704295089,1704295143,54,COMPLETED
5317066,1,1,1704295089,1704295089,1704295143,54,COMPLETED
5317067,1,1,1704295089,1704295090,1704295140,50,COMPLETED
5317068,1,1,1704295090,1704295090,1704295138,48,COMPLETED
5317069,1,1,1704295090,1704295090,1704295141,51,COMPLETED
5317070,1,1,1704295090,1704295090,1704295138,48,COMPLETED
5317071,1,1,1704295090,1704295090,1704295143,53,COMPLETED
5317072,1,1,1704295090,1704295092,1704295144,52,COMPLETED
5317073,1,1,1704295090,1704295092,1704295139,47,COMPLETED
5317074,1,1,1704295090,1704295092,1704295142,50,COMPLETED
5317075,1,1,1704295090,1704295092,1704295139,47,COMPLETED
5317076,1,1,1704295090,1704295092,1704295141,49,COMPLETED
5317077,1,1,1704295091,1704295092,1704295142,50,COMPLETED
5317078,1,1,1704295091,1704295092,1704295141,49,COMPLETED
5317079,1,1,1704295091,1704295092,1704295142,50,COMPLETED
5317080,1,1,1704295091,1704295092,1704295142,50,COMPLETED
5317081,1,1,1704295091,1704295092,1704295143,51,COMPLETED
5317082,1,1,1704295091,1704295092,1704295141,49,COMPLETED
5317083,1,1,1704295091,1704295092,1704295141,49,COMPLETED
5317084,1,1,1704295091,1704295092,1704295141,49,COMPLETED
5317085,1,1,1704295091,1704295092,1704295144,52,COMPLETED
5317086,1,1,1704295091,1704295092,1704295142,50,COMPLETED
5317087,1,1,1704295091,1704295092,1704295139,47,COMPLETED
5317088,1,1,1704295091,1704295092,1704295137,45,COMPLETED
5317089,1,1,1704295092,1704295092,1704295140,48,COMPLETED
5317090,1,1,1704295092,1704295092,1704295142,50,COMPLETED
5317091,1,1,1704295092,1704295092,1704295142,50,COMPLETED
5317092,1,1,1704295092,1704295092,1704295143,51,COMPLETED
5317093,1,1,1704295092,1704295092,1704295143,51,COMPLETED
5317094,1,1,1704295092,1704295092,1704295142,50,COMPLETED
5317095,1,1,1704295092,1704295093,1704295143,50,COMPLETED
5317096,1,1,1704295092,1704295093,1704295146,53,COMPLETED
5317097,1,1,1704295092,1704295093,1704295139,46,COMPLETED
5317098,1,1,1704295092,1704295093,1704295139,46,COMPLETED
5317099,1,1,1704295093,1704295093,1704295141,48,COMPLETED
5317100,1,1,1704295093,1704295093,1704295141,48,COMPLETED
5317101,1,1,1704295093,1704295093,1704295141,48,COMPLETED
5317102,1,1,1704295093,1704295093,1704295142,49,COMPLETED
5317103,1,1,1704295093,1704295093,1704295146,53,COMPLETED
